域,模块,业务对象,操作数,apiinfo_id
员工服务,人人报销,费用申请单,15,1535443352191383552
员工服务,人人报销,出差申请单,15,1535443352208160768
员工服务,人人报销,费用移转单,11,1535443352208160769
员工服务,人人报销,费用报销单,12,1535443352208160770
员工服务,人人报销,差旅费报销单,12,1535443352208160771
员工服务,人人报销,历史借款余额,11,1535443352208160772
员工服务,人人报销,借款转移单,11,1535443352208160773
员工服务,人人报销,事由申请单,11,1535443352208160774
财务会计,总账,科目,12,1535443352208160777
财务会计,总账,账簿,12,1535443352208160778
财务会计,总账,币别,12,1535443352208160781
财务会计,总账,费用项目,15,1535443352208160782
财务会计,总账,汇率,12,1535443352208160783
财务会计,总账,结算方式,12,1535443352208160784
财务会计,总账,凭证字,12,1535443352208160785
财务会计,总账,总账账龄分析表,1,1535443352208160787
财务会计,总账,现金流量项目,11,1535443352208160789
财务会计,总账,现金流量引入,2,1535443352224937988
财务会计,总账,科目余额表,1,1535443352224937992
财务会计,总账,核算维度余额表,1,1535443352224937993
财务会计,总账,多账簿调汇历史信息表,1,1535443352224937994
财务会计,总账,现金流量表,1,1535443352224937995
财务会计,总账,现金流量查询,1,1535443352224937996
财务会计,总账,日报表,1,1535443352224937997
财务会计,总账,总分类账,1,1535443352224937998
财务会计,总账,多账簿核算维度明细表,1,1535443352224937999
财务会计,总账,多账簿现金流量表,1,1535443352224938000
财务会计,总账,多账簿日报表,1,1535443352224938001
财务会计,总账,数量金额总账,1,1535443352224938002
财务会计,总账,调汇历史信息表,1,1535443352224938003
财务会计,总账,摘要汇总表,1,1535443352224938004
财务会计,总账,试算平衡表,1,1535443352224938005
财务会计,总账,凭证,10,1535443352224938008
财务会计,总账,自定义API,6,1146606755440744448
财务会计,智能会计平台,凭证生成情况查询,1,1535443352241715211
财务会计,智能会计平台,业务凭证,5,1535443352241715212
财务会计,智能会计平台,凭证生成,4,1535443352241715213
财务会计,智能会计平台,单据合并方案,12,1535443352241715214
财务会计,智能会计平台,分录类型,11,1535443352241715215
财务会计,智能会计平台,凭证模板,8,1535443352241715216
财务会计,智能会计平台,凭证自动生成方案,8,1535443352241715219
财务会计,智能会计平台,自动对账方案,14,1535443352241715220
财务会计,智能会计平台,业务报表对账结果查询,1,1535443352241715222
财务会计,智能会计平台,业务报表对账方案,8,1535443352258492416
财务会计,智能会计平台,业务单据对账结果查询,1,1535443352258492417
财务会计,智能会计平台,业务单据对账方案,5,1535443352258492418
财务会计,智能会计平台,业务单据对账,1,1535443352258492420
财务会计,智能会计平台,凭证模板查询,1,1535443352258492422
财务会计,应收款管理,应收期末调汇单,5,1535443352258492426
财务会计,应收款管理,应收调汇单,5,1535443352258492427
财务会计,应收款管理,应收款账龄分析表,1,1535443352258492428
财务会计,应收款管理,坏账准备计提单,10,1535443352258492429
财务会计,应收款管理,计提坏账准备,1,1535443352258492430
财务会计,应收款管理,坏账损失单,2,1535443352258492431
财务会计,应收款管理,坏账收回单,2,1535443352258492432
财务会计,应收款管理,应收开票核销方案,12,1535443352258492433
财务会计,应收款管理,应收开票定时核销方案,12,1535443352258492434
财务会计,应收款管理,往来对账明细表,1,1535443352258492435
财务会计,应收款管理,内部应收清理单,2,1535443352258492436
财务会计,应收款管理,应收未开票明细表,1,1535443352258492437
财务会计,应收款管理,应收核销单,2,1535443352258492438
财务会计,应收款管理,应收收款核销方案,12,1535443352275269632
财务会计,应收款管理,到期债权表,1,1535443352275269633
财务会计,应收款管理,其他应收单,11,1535443352275269634
财务会计,应收款管理,已出库未应收明细表,1,1535443352275269635
财务会计,应收款管理,应收款明细表,1,1535443352275269636
财务会计,应收款管理,应收单,13,1535443352275269637
财务会计,应收款管理,应收单开票核销明细表,1,1535443352275269638
财务会计,应收款管理,应收款汇总表,1,1535443352275269639
财务会计,应收款管理,应收收款定时核销方案,12,1535443352275269640
财务会计,应收款管理,应收单跟踪表,1,1535443352275269641
财务会计,应付款管理,应付期末调汇单,5,1535443352275269643
财务会计,应付款管理,应付调汇单,5,1535443352275269644
财务会计,应付款管理,应付款账龄分析表,1,1535443352275269645
财务会计,应付款管理,应付开票核销方案,12,1535443352275269647
财务会计,应付款管理,应付开票定时核销方案,12,1535443352275269648
财务会计,应付款管理,往来对账明细表,1,1535443352275269649
财务会计,应付款管理,内部应付清理单,2,1535443352275269650
财务会计,应付款管理,应付未开票明细表,1,1535443352275269651
财务会计,应付款管理,价格维护表,10,1535443352275269652
财务会计,应付款管理,应付核销单,2,1535443352275269653
财务会计,应付款管理,应付付款核销方案,12,1535443352275269654
财务会计,应付款管理,到期债务表,1,1535443352275269655
财务会计,应付款管理,其他应付单,11,1535443352275269656
财务会计,应付款管理,应付单,11,1535443352292046848
财务会计,应付款管理,应付单开票核销明细表,1,1535443352292046849
财务会计,应付款管理,应付款明细表,1,1535443352292046850
财务会计,应付款管理,应付款汇总表,1,1535443352292046851
财务会计,应付款管理,应付付款定时核销方案,12,1535443352292046852
财务会计,应付款管理,应付单跟踪表,1,1535443352292046853
财务会计,出纳管理,付款单,15,1535443352292046855
财务会计,出纳管理,付款退款单,12,1535443352292046856
财务会计,出纳管理,收款单,12,1535443352292046857
财务会计,出纳管理,收款退款单,13,1535443352292046858
财务会计,出纳管理,银行账户变更单,13,1535443352292046859
财务会计,出纳管理,余额调节表,1,1535443352292046860
财务会计,出纳管理,银行存款期初,10,1535443352292046861
财务会计,出纳管理,银行对账单,11,1535443352292046862
财务会计,出纳管理,银行存款日报表,1,1535443352292046863
财务会计,出纳管理,银行存款流水账,1,1535443352292046864
财务会计,出纳管理,银行存款日记账,1,1535443352292046865
财务会计,出纳管理,银行对账导入方案,12,1535443352292046866
财务会计,出纳管理,银行转账单,13,1535443352292046867
财务会计,出纳管理,应付票据,15,1535443352292046868
财务会计,出纳管理,应付票据结算单,8,1535443352292046869
财务会计,出纳管理,应收票据,13,1535443352292046870
财务会计,出纳管理,应收票据执行明细,1,1535443352292046871
财务会计,出纳管理,应收票据使用流水,1,1535443352292046872
财务会计,出纳管理,应收票据结算单,8,1535443352308824064
财务会计,出纳管理,应收票据收发存明细表,1,1535443352308824065
财务会计,出纳管理,银行存款勾对记录,4,1535443352308824066
财务会计,出纳管理,银行账户销户单,13,1535443352308824067
财务会计,出纳管理,现金存取单,12,1535443352308824068
财务会计,出纳管理,现金期初,10,1535443352308824069
财务会计,出纳管理,现金日报表,1,1535443352308824071
财务会计,出纳管理,现金流水账,1,1535443352308824072
财务会计,出纳管理,现金购汇单,12,1535443352308824073
财务会计,出纳管理,现金日记账,1,1535443352308824074
财务会计,出纳管理,现金转账单,12,1535443352308824075
财务会计,出纳管理,支票管理,13,1535443352308824076
财务会计,出纳管理,支票购置,14,1535443352308824077
财务会计,出纳管理,贴现申请单,12,1535443352308824078
财务会计,出纳管理,出纳期末对账,1,1535443352308824079
财务会计,出纳管理,资金头寸表,1,1535443352308824080
财务会计,出纳管理,资金调拨还款统计表,1,1535443352308824081
财务会计,出纳管理,内部账户调整单,13,1535443352308824082
财务会计,出纳管理,内部账户账龄分析表,1,1535443352308824083
财务会计,出纳管理,收付内部账户期初,10,1535443352308824084
财务会计,出纳管理,银行存款智能对账报告,5,1535443352308824085
财务会计,出纳管理,手工日记账,12,1535443352308824086
财务会计,出纳管理,开户申请单,13,1535443352325601280
财务会计,出纳管理,付款申请单,15,1535443352325601281
财务会计,出纳管理,应付票据余额明细表,1,1535443352325601282
财务会计,出纳管理,支付信息变更单,10,1535443352325601283
财务会计,出纳管理,电子回单匹配依据设置,9,1535443352325601285
财务会计,出纳管理,应收票据余额表,1,1535443352325601286
财务会计,出纳管理,收付款用途,12,1535443352325601287
财务会计,出纳管理,资金调拨单,12,1535443352325601289
财务会计,资金管理,自动上划设置,12,1535443352325601291
财务会计,资金管理,基准利率,14,1535443352325601292
财务会计,资金管理,借款利息单,11,1535443352325601293
财务会计,资金管理,信贷单,12,1535443352325601294
财务会计,资金管理,资金请款单,12,1535443352325601295
财务会计,资金管理,资金下拨单,11,1535443352325601296
财务会计,资金管理,资金上划单,12,1535443352325601297
财务会计,资金管理,资金内部账户期初,10,1535443352325601298
财务会计,资金管理,内部利息单,10,1535443352325601299
财务会计,资金管理,计息对象,12,1535443352325601300
财务会计,资金管理,内部利息统计表,1,1535443352325601301
财务会计,资金管理,联动支付单,13,1535443352325601302
财务会计,资金管理,付款结算单,15,1535443352342378496
财务会计,资金管理,结息方案,14,1535443352342378497
财务会计,资金管理,收款结算单,12,1535443352342378498
财务会计,网上银行,代理行账号,12,1535443352342378500
财务会计,网上银行,电子回单补打申请单,10,1535443352342378501
财务会计,网上银行,电子票据自动签收设置,14,1535443352342378502
财务会计,网上银行,银行账户余额查询,1,1535443352342378503
财务会计,网上银行,银行网点,12,1535443352342378504
财务会计,网上银行,银企互联设置,7,1535443352342378505
财务会计,网上银行,银行付款单,11,1535443352342378506
财务会计,网上银行,人民币交易种类,12,1535443352342378507
财务会计,网上银行,银行账户交易明细查询,1,1535443352342378508
财务会计,网上银行,电子票据贴现单,10,1535443352342378509
财务会计,网上银行,电子对账单,12,1535443352342378510
财务会计,网上银行,电子票据背书单,12,1535443352342378511
财务会计,网上银行,电子票据开票单,16,1535443352342378512
财务会计,网上银行,接收银行交易明细单据,9,1535443352342378513
财务会计,网上银行,电子回单,11,1535443352342378514
财务会计,网上银行,电子回单模板设置,10,1535443352342378516
财务会计,网上银行,智能登账设置,12,1535443352342378517
财务会计,网上银行,电子票据签收单,13,1535443352342378518
财务会计,费用管理,集成平台设置,8,1535443352342378520
财务会计,费用管理,借款账龄分析表,1,1535443352359155714
财务会计,费用管理,地区信息,7,1535443352359155715
财务会计,费用管理,地区信息类型,5,1535443352359155716
财务会计,费用管理,费用报销单据类型图标设置,12,1535443352359155717
财务会计,费用管理,借款到期预警分析,1,1535443352359155718
财务会计,费用管理,费用明细表,1,1535443352359155719
财务会计,费用管理,费用汇总表,1,1535443352359155720
财务会计,费用管理,住宿补助标准,14,1535443352359155721
财务会计,费用管理,发票与费用项目对应设置,14,1535443352359155722
财务会计,费用管理,发票类型映射,12,1535443352359155723
财务会计,费用管理,发票合并生成明细规则,14,1535443352359155727
财务会计,费用管理,报销与付款汇总分析表,1,1535443352359155728
财务会计,费用管理,报销级别,14,1535443352359155729
财务会计,费用管理,员工报销级别设置,14,1535443352359155730
财务会计,费用管理,费用报销跟踪表,1,1535443352359155731
财务会计,费用管理,借款跟踪表,1,1535443352359155732
财务会计,费用管理,出差地域,14,1535443352359155733
财务会计,费用管理,差旅费类型,12,1535443352359155734
财务会计,报表,报表项目,6,1535443352359155746
财务会计,报表,自定义API,1,1148309625735215104
税务管理,发票管理,引出方案设置,12,1535443352392710167
税务管理,发票管理,智能收票设置,12,1535443352392710168
税务管理,发票管理,金税开票单,10,1535443352392710169
税务管理,发票管理,金税连接设置,10,1535443352392710170
税务管理,发票管理,税收分类编码,12,1535443352392710171
税务管理,发票管理,进项发票明细表,1,1535443352392710172
税务管理,发票管理,匹配应付执行记录,1,1535443352392710173
税务管理,发票管理,物料对应表,10,1535443352392710174
税务管理,发票管理,采购发票账龄分析表,1,1535443352392710175
税务管理,发票管理,采购增值税专用发票,11,1535443352392710176
税务管理,发票管理,采购普通发票,11,1535443352392710177
税务管理,发票管理,进项费用普通发票,10,1535443352392710178
税务管理,发票管理,进项费用增值税发票,11,1535443352392710179
税务管理,发票管理,收票单,10,1535443352392710180
税务管理,发票管理,红字专票信息表,10,1535443352392710181
税务管理,发票管理,销项费用普通发票,12,1535443352392710182
税务管理,发票管理,销项费用增值税发票,12,1535443352392710183
税务管理,发票管理,销售发票账龄分析表,1,1535443352409487360
税务管理,发票管理,销售增值税专用发票,12,1535443352409487361
税务管理,发票管理,销售普通发票,12,1535443352409487362
税务管理,发票管理,销项发票明细表,1,1535443352409487363
税务管理,发票管理,自定义API,1,965879113365231616
税务管理,纳税申报,连接配置,6,1535443352409487365
成本管理,存货核算,核算范围设置,11,1535443352409487368
成本管理,存货核算,成本调整单,11,1535443352409487369
成本管理,存货核算,零成本批量维护,7,1535443352409487370
成本管理,存货核算,合同履约成本分配结果,2,1535443352409487371
成本管理,存货核算,成本价趋势分析表,1,1535443352409487372
成本管理,存货核算,成本预警设置,11,1535443352409487373
成本管理,存货核算,异常余额汇总表,1,1535443352409487374
成本管理,存货核算,钩稽日志查询,1,1535443352409487375
成本管理,存货核算,核算单据成本对比分析表,1,1535443352409487376
成本管理,存货核算,核算单据查询,1,1535443352409487377
成本管理,存货核算,即时成本对比分析表,1,1535443352409487378
成本管理,存货核算,存货核算汇总报告,1,1535443352409487379
成本管理,存货核算,初始核算数据录入,4,1535443352409487380
成本管理,存货核算,期末库存维度余额调整,1,1535443352409487381
成本管理,存货核算,期初库存维度余额调整,1,1535443352409487382
成本管理,存货核算,存货收发存汇总表（按日期）,1,1535443352409487383
成本管理,存货核算,存货收发存汇总表,1,1535443352409487384
成本管理,存货核算,入库钩稽明细表,1,1535443352409487385
成本管理,存货核算,入库成本维护（多单据）,1,1535443352409487386
成本管理,存货核算,入库钩稽汇总表,1,1535443352409487387
成本管理,存货核算,跨组织交易费用分配结果,2,1535443352409487388
成本管理,存货核算,物料成本库,1,1535443352409487389
成本管理,存货核算,物料目标成本单,9,1535443352409487390
成本管理,存货核算,存货收发存明细表（跨维度）,1,1535443352409487392
成本管理,存货核算,杂项出入库明细表,1,1535443352409487393
成本管理,存货核算,委外发料明细表,1,1535443352409487394
成本管理,存货核算,出库成本维护,1,1535443352409487395
成本管理,存货核算,生产发料明细表,1,1535443352426264576
成本管理,存货核算,存货跌价准备计提单,6,1535443352426264577
成本管理,存货核算,存货跌价准备计提规则设置,8,1535443352426264578
成本管理,存货核算,采购明细表,1,1535443352426264579
成本管理,存货核算,退料残值率设置,2,1535443352426264580
成本管理,存货核算,销售明细表,1,1535443352426264581
成本管理,存货核算,定时核算,2,1535443352426264582
成本管理,存货核算,存货业务分类汇总表,1,1535443352426264583
成本管理,存货核算,套件子项权重维护,7,1535443352426264584
成本管理,存货核算,即时收发汇总表,1,1535443352426264585
成本管理,存货核算,分步式调出未调入明细表,1,1535443352426264586
成本管理,存货核算,物料计价方法,11,1535443352426264587
成本管理,存货核算,物料计价方法变更,7,1535443352426264588
成本管理,产品成本核算,自定义费用分配标准值维护,5,1535443352426264590
成本管理,产品成本核算,副产品定额成本维护,5,1535443352426264591
成本管理,产品成本核算,完工入库数量查询,1,1535443352426264595
成本管理,产品成本核算,共耗材料分配范围设置,10,1535443352426264596
成本管理,产品成本核算,费用分配标准,10,1535443352426264597
成本管理,产品成本核算,成本计算单,1,1535443352426264598
成本管理,产品成本核算,成本计算单(横向展示),1,1535443352426264599
成本管理,产品成本核算,成本中心,10,1535443352426264600
成本管理,产品成本核算,约当系数维护,5,1535443352426264602
成本管理,产品成本核算,费用归集,4,1535443352426264603
成本管理,产品成本核算,费用引入方案,10,1535443352426264604
成本管理,产品成本核算,期初在产品成本调整,7,1535443352426264607
成本管理,产品成本核算,作业数量维护,4,1535443352426264608
成本管理,产品成本核算,材料费用分配明细表,1,1535443352426264609
成本管理,产品成本核算,材料成本项目设置,5,1535443352426264610
成本管理,产品成本核算,材料耗用成本查询,1,1535443352426264611
成本管理,产品成本核算,作业数量维护方案,9,1535443352426264612
成本管理,产品成本核算,费用分配明细表,1,1535443352426264613
成本管理,产品成本核算,销售订单成本跟踪表,1,1535443352426264614
成本管理,产品成本核算,委外加工费查询,1,1535443352426264615
成本管理,产品成本核算,产品组,10,1535443352443041792
成本管理,产品成本核算,在产品盘点数量录入,3,1535443352443041793
成本管理,产品成本核算,产品期间成本对比分析,1,1535443352443041794
成本管理,产品成本核算,产品成本还原对比分析,1,1535443352443041795
成本管理,产品成本核算,产品维度利润分析表,1,1535443352443041796
成本管理,产品成本核算,投入产出表,1,1535443352443041797
成本管理,产品成本核算,投入产量归集,4,1535443352443041798
成本管理,产品成本核算,定额因子,10,1535443352443041799
成本管理,产品成本核算,销售订单利润分析表,1,1535443352443041800
成本管理,产品成本核算,车间成本计算单,1,1535443352443041801
成本管理,产品成本核算,车间投入产出表,1,1535443352443041802
成本管理,产品成本核算,费用分配标准设置,5,1535443352443041803
成本管理,产品成本核算,完工入库成本查询,1,1535443352443041804
成本管理,产品成本核算,月末在制计算规则设置,10,1535443352443041806
成本管理,产品成本核算,在产品分配标准设置,1,1535443352443041807
成本管理,产品成本核算,作业活动,10,1535443352443041808
成本管理,产品成本核算,实际工时归集,4,1535443352443041809
成本管理,产品成本核算,成本项目匹配方案,2,1535443352443041810
成本管理,产品成本核算,成本项目,10,1535443352443041811
成本管理,标准成本分析,成本BOM设置,5,1535443352443041815
成本管理,标准成本分析,产品委外加工价目表,5,1535443352443041816
成本管理,标准成本分析,基础资料完整性展示,1,1535443352443041817
成本管理,标准成本分析,产品成本差异分析,1,1535443352443041818
成本管理,标准成本分析,产品标准成本查询,1,1535443352443041819
成本管理,标准成本分析,外购物料标准价目表,5,1535443352443041820
成本管理,标准成本分析,标准成本版本,10,1535443352443041821
成本管理,标准成本分析,标准工时维护,5,1535443352443041822
成本管理,标准成本分析,标准费率维护,5,1535443352443041823
资产管理,固定资产,折旧调整单,8,1535443352443041827
资产管理,固定资产,变动方式,16,1535443352443041828
资产管理,固定资产,资产到期提示表,1,1535443352443041829
资产管理,固定资产,资产实物清单,1,1535443352443041830
资产管理,固定资产,资产领用结存表,1,1535443352459819008
资产管理,固定资产,资产类别,16,1535443352459819009
资产管理,固定资产,资产价值清单,1,1535443352459819010
资产管理,固定资产,资产批量变更单,9,1535443352459819011
资产管理,固定资产,资产借用单,9,1535443352459819012
资产管理,固定资产,资产卡片,9,1535443352459819013
资产管理,固定资产,资产变更单,9,1535443352459819014
资产管理,固定资产,资产盘点表,9,1535443352459819015
资产管理,固定资产,盘盈盘亏单,9,1535443352459819016
资产管理,固定资产,字段自动携带设置,13,1535443352459819017
资产管理,固定资产,资产调出单,10,1535443352459819018
资产管理,固定资产,折旧费用分配表,1,1535443352459819019
资产管理,固定资产,折旧方法,14,1535443352459819020
资产管理,固定资产,折旧政策,14,1535443352459819021
资产管理,固定资产,资产处置单,10,1535443352459819022
资产管理,固定资产,盘点方案,9,1535443352459819023
资产管理,固定资产,变动过程记录表,1,1535443352459819024
资产管理,固定资产,资产领用单,10,1535443352459819025
资产管理,固定资产,资产位置,13,1535443352459819026
资产管理,固定资产,资产调入单,8,1535443352459819027
资产管理,固定资产,资产申请单,10,1535443352459819028
资产管理,固定资产,资产状态,11,1535443352459819029
资产管理,固定资产,工作量管理,9,1535443352459819030
资产管理,租赁资产,资产租入单,11,1535443352459819032
资产管理,租赁资产,租赁利息确认单,9,1535443352459819033
资产管理,租赁资产,租赁终止单,10,1535443352459819034
资产管理,租赁资产,摊余成本表,1,1535443352459819035
资产管理,人人资产管理,实物类别,13,1535443352459819037
资产管理,人人资产管理,实物类别批量指定,10,1535443352459819038
资产管理,人人资产管理,处置申请单,13,1535443352459819039
资产管理,人人资产管理,个人自盘表,3,1535443352459819040
资产管理,人人资产管理,资产领用单,10,1535443352476596224
资产管理,人人资产管理,资产退转单,10,1535443352476596225
管理会计,预算管理,分析查询方案,12,1535443352476596231
管理会计,预算管理,分析方案分配,12,1535443352476596232
管理会计,预算管理,预算调整单,12,1535443352476596234
管理会计,预算管理,预算日历,12,1535443352476596235
管理会计,预算管理,预算控制日志,3,1535443352476596236
管理会计,预算管理,预算控制台,12,1535443352476596237
管理会计,预算管理,预算控制规则,12,1535443352476596238
管理会计,预算管理,预算数据查询,1,1535443352476596239
管理会计,预算管理,预算组织架构,12,1535443352476596241
管理会计,预算管理,未来预算组织架构,11,1535443352476596242
管理会计,预算管理,预算调剂单,12,1535443352476596243
管理会计,预算管理,预算汇总表样式方案,8,1535443352476596245
管理会计,预算管理,预算业务类型,12,1535443352476596246
管理会计,预算管理,预算控制提示语,9,1535443352476596247
管理会计,预算管理,预算数据授权,8,1535443352476596248
管理会计,预算管理,预算执行明细表,1,1535443352476596251
管理会计,预算管理,预算执行分析,1,1535443352476596257
管理会计,预算管理,维度汇总预算执行分析,1,1535443352476596258
管理会计,预算管理,预算模板样式方案,8,1535443352493373440
管理会计,预算管理,预算方案,12,1535443352493373441
管理会计,预算管理,自定义API,1,1159620030361255936
管理会计,经营会计,经营科目,12,1535443352493373443
管理会计,经营会计,经营账簿,12,1535443352493373444
管理会计,经营会计,经营账户余额表,1,1535443352493373446
管理会计,经营会计,经营利润期间横向展示表,1,1535443352493373447
管理会计,经营会计,经营单元变更单,9,1535443352493373448
管理会计,经营会计,经营账户收支明细表,1,1535443352493373449
管理会计,经营会计,经营单元,9,1535443352493373450
管理会计,经营会计,经营利润横向展示表,1,1535443352493373451
管理会计,经营会计,经营单元投入时间,10,1535443352493373452
管理会计,经营会计,经营利润表,1,1535443352493373453
管理会计,经营会计,经营利润汇总表,1,1535443352493373454
管理会计,经营会计,经营资产负债余额表,1,1535443352493373455
管理会计,经营会计,组合经营科目,10,1535443352493373456
管理会计,经营会计,经营费用分配结果单,10,1535443352493373457
管理会计,经营会计,经营费用归集单,10,1535443352493373458
管理会计,经营会计,经营单元分摊标准,12,1535443352493373459
管理会计,经营会计,自定义分摊规则,12,1535443352493373460
管理会计,经营会计,经营费用分摊,1,1535443352493373461
管理会计,经营会计,经营费用分摊报告,2,1535443352493373462
管理会计,经营会计,经营费用分摊方案,12,1535443352493373463
管理会计,经营会计,经营单元内部结算单,12,1535443352493373464
管理会计,经营会计,多期间分摊方案,15,1535443352493373465
管理会计,经营会计,经营组织架构,3,1535443352493373466
管理会计,经营会计,经营计划单,10,1535443352493373467
管理会计,经营会计,经营单元结算折扣表,15,1535443352493373469
管理会计,经营会计,经营单元结算价目表,15,1535443352493373470
管理会计,经营会计,经营费用分摊明细表,1,1535443352493373471
管理会计,经营会计,引入总账科目方案设置,10,1535443352493373472
管理会计,经营会计,定时生成经营流水账,12,1535443352493373473
管理会计,经营会计,经营流水账,12,1535443352493373474
管理会计,经营会计,经营流水账生成情况汇总查询,1,1535443352493373475
管理会计,经营会计,经营流水账生成情况明细查询,1,1535443352493373476
管理会计,经营会计,引入业务单据方案设置,12,1535443352493373477
管理会计,经营会计分析,经营数据授权,12,1535443352510150656
管理会计,经营会计分析,经营报表维度,12,1535443352510150657
管理会计,经营会计分析,经营报表模板,12,1535443352510150658
管理会计,经营会计分析,经营报表查询,1,1535443352510150659
供应链,供应链基础管理,管易销售单据生成日志,2,1535443352510150662
供应链,供应链基础管理,管易接口调用日志,2,1535443352510150663
供应链,供应链基础管理,警示灯方案,9,1535443352510150664
供应链,采购管理,联系人,12,1535443352510150666
供应链,采购管理,采购条款,12,1535443352510150667
供应链,采购管理,采购折扣表,14,1535443352510150668
供应链,采购管理,采购评估指标,12,1535443352510150670
供应链,采购管理,采购评估方案,12,1535443352510150671
供应链,采购管理,货源清单,14,1535443352510150673
供应链,采购管理,采购合同,19,1535443352510150675
供应链,采购管理,采购合同变更单,18,1535443352510150676
供应链,采购管理,采购合同执行明细表,1,1535443352510150677
供应链,采购管理,采购追料交货报表,1,1535443352510150679
供应链,采购管理,期初采购退料单,16,1535443352510150680
供应链,采购管理,退料申请单,13,1535443352510150682
供应链,采购管理,采购退料单,17,1535443352510150683
供应链,采购管理,采购调价表,11,1535443352510150684
供应链,采购管理,采购计划方案,12,1535443352510150685
供应链,采购管理,采购订单变更单,11,1535443352510150686
供应链,采购管理,采购订单新变更单,13,1535443352510150687
供应链,采购管理,预计供应量查询,1,1535443352510150688
供应链,采购管理,采购价目表,17,1535443352510150689
供应链,采购管理,采购价目表分发方案,13,1535443352510150690
供应链,采购管理,采购订单,21,1535443352510150692
供应链,采购管理,采购订单执行明细表,1,1535443352510150693
供应链,采购管理,采购价格分析表,1,1535443352510150694
供应链,采购管理,采购业务汇总表,1,1535443352510150695
供应链,采购管理,采购申请执行明细表,1,1535443352510150696
供应链,采购管理,收料通知单,16,1535443352510150697
供应链,采购管理,收料待检库存查询,1,1535443352510150698
供应链,采购管理,采购申请单,19,1535443352526927874
供应链,采购管理,定时智能采购,12,1535443352526927875
供应链,采购管理,定时创建消耗汇总,12,1535443352526927876
供应链,采购管理,供应商到货及时率报表,1,1535443352526927877
供应链,采购管理,VMI物料消耗明细表,1,1535443352526927879
供应链,采购管理,VMI物料消耗结算明细表,1,1535443352526927881
供应链,采购管理,期初采购入库单,16,1535443352526927883
供应链,采购管理,采购入库单,16,1535443352526927884
供应链,销售管理,销售折扣表,16,1535443352526927887
供应链,销售管理,销售价目表,21,1535443352526927888
供应链,销售管理,销售条款,12,1535443352526927889
供应链,销售管理,管易同步数据分析表,1,1535443352526927890
供应链,销售管理,销售调价方案,11,1535443352526927891
供应链,销售管理,订单自动发货执行情况表,1,1535443352526927892
供应链,销售管理,自动发货方案设置,12,1535443352526927893
供应链,销售管理,可发量查询,2,1535443352526927894
供应链,销售管理,批量调价单,11,1535443352526927895
供应链,销售管理,销售订单执行汇总表,1,1535443352526927896
供应链,销售管理,寄售调拨退回(无源单)结算冲销方案,12,1535443352526927897
供应链,销售管理,寄售结算单,13,1535443352526927898
供应链,销售管理,寄售发货结算报表,1,1535443352526927899
供应链,销售管理,客户物料对应表,6,1535443352526927900
供应链,销售管理,客户仓库对应表,12,1535443352526927901
供应链,销售管理,发货通知单,19,1535443352526927902
供应链,销售管理,销售订单执行明细表,1,1535443352526927903
供应链,销售管理,预计可发量参数,3,1535443352526927904
供应链,销售管理,预计可发量查询报表,1,1535443352526927905
供应链,销售管理,销售快速下单,3,1535443352526927906
供应链,销售管理,期初销售出库单,13,1535443352526927907
供应链,销售管理,电子面单,6,1535443352526927908
供应链,销售管理,销售物流信息,3,1535443352543705088
供应链,销售管理,物料分组标准费率,12,1535443352543705089
供应链,销售管理,受托加工材料清单,10,1535443352543705090
供应链,销售管理,销售出库退货自动冲销方案,12,1535443352543705092
供应链,销售管理,销售出库单,16,1535443352543705093
供应链,销售管理,销售出库明细报表,1,1535443352543705094
供应链,销售管理,销售出库开票跟踪表,1,1535443352543705095
供应链,销售管理,销售出库汇总报表,1,1535443352543705096
供应链,销售管理,销售报价单,13,1535443352543705097
供应链,销售管理,退货通知单,15,1535443352543705098
供应链,销售管理,销售退货单,14,1535443352543705099
供应链,销售管理,寄售仓库余额表,1,1535443352543705100
供应链,销售管理,客户交易分析,1,1535443352543705101
供应链,销售管理,销售订单,22,1535443352543705102
供应链,销售管理,销售订单变更单,12,1535443352543705103
供应链,销售管理,销售价格分析表,1,1535443352543705104
供应链,销售管理,定时自动发货,12,1535443352543705105
供应链,销售管理,定时模拟报价,12,1535443352543705106
供应链,销售管理,模拟报价单,13,1535443352543705107
供应链,销售管理,销售订单新变更单查询,1,1535443352543705108
供应链,销售管理,标准费率维护,12,1535443352543705109
供应链,销售管理,寄售调拨退回冲销记录,1,1535443352543705110
供应链,销售管理,销售出库退货冲销记录,1,1535443352543705111
供应链,销售管理,销售订单新变更单,22,1535443352543705112
供应链,销售管理,销售报价变更单,12,1535443352543705113
供应链,销售管理,自定义API,2,1136785729055873024
供应链,信用管理,信用检查规则,10,1535443352543705115
供应链,信用管理,信用变更,8,1535443352543705116
供应链,信用管理,信用总额特批,12,1535443352543705117
供应链,信用管理,信用档案,13,1535443352543705118
供应链,信用管理,客户物料信用档案,13,1535443352543705119
供应链,信用管理,信用评估模型,12,1535443352543705120
供应链,信用管理,信用评估指标,9,1535443352560482304
供应链,信用管理,信用等级方案,8,1535443352560482305
供应链,信用管理,信用状况查询,1,1535443352560482307
供应链,信用管理,信用总额特批情况查询,1,1535443352560482308
供应链,信用管理,信用超标记录查询,1,1535443352560482309
供应链,信用管理,销售员客户信用档案,13,1535443352560482310
供应链,信用管理,销售组客户信用档案,13,1535443352560482311
